 Movement: 490
 Movement: 513
 Movement: 650
 Movement: 603
 Movement: 695
 Movement: 720
 Movement: 528
 Movement: 522
 Movement: 660
 Movement: 728
 Movement: 2287
 Movement: 1438
 Movement: 251
 Movement: 212
 Movement: 697
 Movement: 428
 Movement: 453
 Movement: 635
 Movement: 355
 Movement: 362
 Movement: 587
 Movement: 362
 Movement: 329
 Movement: 418
 Movement: 446
 Movement: 440
 Movement: 428
 Movement: 472
 Movement: 307
 Movement: 345
 Movement: 1186
 Movement: 516
 Movement: 476
 Movement: 356
 Movement: 415
 Movement: 945
 Movement: 1408
 Movement: 335
 Movement: 1380
 Movement: 2068
 Movement: 2211
 Movement: 681
 Movement: 534
 Movement: 834
2018-08-16 07:26:26	 Movement: 901
2018-08-16 07:26:27	 Movement: 579
2018-08-16 07:26:29	 Movement: 644
2018-08-16 07:26:31	 Movement: 419
2018-08-16 07:26:32	 Movement: 480
2018-08-16 07:26:34	 Movement: 407
2018-08-16 07:26:35	 Movement: 480
2018-08-16 07:26:36	 Movement: 369
2018-08-16 07:26:37	 Movement: 441
2018-08-16 07:26:38	 Movement: 519
2018-08-16 07:26:40	 Movement: 528
2018-08-16 07:26:41	 Movement: 435
2018-08-16 07:26:43	 Movement: 564
2018-08-16 07:26:44	 Movement: 542
2018-08-16 07:26:45	 Movement: 515
2018-08-16 07:26:47	 Movement: 426
2018-08-16 07:26:49	 Movement: 590
2018-08-16 07:26:50	 Movement: 417
2018-08-16 07:26:51	 Movement: 429
2018-08-16 07:26:53	 Movement: 1651
2018-08-16 07:26:55	 Movement: 649
2018-08-16 07:27:04	 Movement: 1170
2018-08-16 07:27:07	 Movement: 1512
2018-08-16 07:29:01	 Movement: 2077
2018-08-16 07:29:02	 Movement: 2023
2018-08-16 07:29:03	 Movement: 1875
2018-08-16 07:29:05	 Movement: 1015
2018-08-16 07:29:06	 Movement: 1859
2018-08-16 07:29:07	 Movement: 1487
2018-08-16 07:29:08	 Movement: 1191
2018-08-16 07:29:09	 Movement: 1107
2018-08-16 07:29:10	 Movement: 1272
2018-08-16 07:29:11	 Movement: 1439
2018-08-16 07:29:12	 Movement: 1434
2018-08-16 07:29:13	 Movement: 907
2018-08-16 07:29:14	 Movement: 1179
2018-08-16 07:29:15	 Movement: 2018
2018-08-16 07:29:16	 Movement: 1169
2018-08-16 07:29:17	 Movement: 1949
2018-08-16 07:29:18	 Movement: 1061
2018-08-16 07:29:19	 Movement: 2016
2018-08-16 07:29:20	 Movement: 2012
2018-08-16 07:29:21	 Movement: 1988
2018-08-16 07:29:22	 Movement: 1626
2018-08-16 07:29:23	 Movement: 1018
2018-08-16 07:29:24	 Movement: 1062
2018-08-16 07:29:27	 Movement: 1615
2018-08-16 07:29:28	 Movement: 1099
2018-08-16 07:29:29	 Movement: 782
2018-08-16 07:29:30	 Movement: 877
2018-08-16 07:29:31	 Movement: 923
2018-08-16 07:29:32	 Movement: 807
2018-08-16 07:29:33	 Movement: 834
2018-08-16 07:29:34	 Movement: 866
2018-08-16 07:29:35	 Movement: 817
2018-08-16 07:29:36	 Movement: 806
2018-08-16 07:29:37	 Movement: 953
2018-08-16 07:29:39	 Movement: 975
2018-08-16 07:29:40	 Movement: 947
2018-08-16 07:29:57	 Movement: 2024
2018-08-16 07:30:05	 Movement: 2463
2018-08-16 07:30:14	 Movement: 1943
2018-08-16 07:30:24	 Movement: 2305
2018-08-16 07:30:27	 Movement: 2255
2018-08-16 07:30:31	 Movement: 2033
2018-08-16 07:30:34	 Movement: 2485
2018-08-16 07:30:37	 Movement: 2031
2018-08-16 07:31:08	 Movement: 837
2018-08-16 07:31:09	 Movement: 773
2018-08-16 07:31:10	 Movement: 822
2018-08-16 07:31:12	 Movement: 1540
2018-08-16 07:31:13	 Movement: 1445
2018-08-16 07:31:24	 Movement: 2160
2018-08-16 07:31:29	 Movement: 296
2018-08-16 07:31:35	 Movement: 1368
2018-08-16 07:31:36	 Movement: 1182
2018-08-16 07:31:41	 Movement: 1426
2018-08-16 07:31:43	 Movement: 2154
2018-08-16 07:31:44	 Movement: 1023
2018-08-16 07:31:45	 Movement: 1153
2018-08-16 07:31:46	 Movement: 1650
2018-08-16 07:31:47	 Movement: 1377
2018-08-16 07:36:13	 Movement: 2433
2018-08-16 07:36:14	 Movement: 855
2018-08-16 07:36:15	 Movement: 2187
2018-08-16 07:36:30	 Movement: 2423
2018-08-16 07:36:47	 Movement: 2304
2018-08-16 07:41:01	 Movement: 2496
2018-08-16 07:41:03	 Movement: 2370
2018-08-16 07:41:10	 Movement: 2390
2018-08-16 07:42:23	 Movement: 2477
2018-08-16 07:42:25	 Movement: 2119
2018-08-16 07:42:38	 Movement: 2174
2018-08-16 07:42:39	 Movement: 2153
2018-08-16 07:43:12	 Movement: 2244
2018-08-16 07:43:31	 Movement: 2079
2018-08-16 07:43:41	 Movement: 2459
2018-08-16 07:44:27	 Movement: 2461
2018-08-16 07:45:14	 Movement: 1820
2018-08-16 07:48:23	 Movement: 2011
2018-08-16 07:48:33	 Movement: 2418
2018-08-16 07:48:40	 Movement: 2035
2018-08-16 07:48:41	 Movement: 2266
2018-08-16 07:54:16	 Movement: 1808
2018-08-16 07:54:21	 Movement: 1548
2018-08-16 07:54:24	 Movement: 1431
2018-08-16 07:54:50	 Movement: 2201
2018-08-16 07:55:40	 Movement: 2497
2018-08-16 08:00:48	 Movement: 2265
2018-08-16 08:14:06	 Movement: 2465
2018-08-16 08:19:03	 Movement: 1774
2018-08-16 08:23:24	 Movement: 2457
2018-08-16 08:24:10	 Movement: 2168
2018-08-16 08:24:11	 Movement: 2434
2018-08-16 08:24:27	 Movement: 2073
2018-08-16 08:24:37	 Movement: 2460
2018-08-16 08:24:39	 Movement: 2165
2018-08-16 08:24:42	 Movement: 1147
2018-08-16 08:25:08	 Movement: 1922
2018-08-16 08:25:09	 Movement: 2369
2018-08-16 08:25:11	 Movement: 2431
2018-08-16 08:25:23	 Movement: 2472
2018-08-16 08:25:24	 Movement: 2461
2018-08-16 08:25:26	 Movement: 2475
2018-08-16 08:25:35	 Movement: 2421
