 Movement: 490
 Movement: 513
 Movement: 650
 Movement: 603
 Movement: 695
 Movement: 720
 Movement: 528
 Movement: 522
 Movement: 660
 Movement: 728
 Movement: 2287
 Movement: 1438
 Movement: 251
 Movement: 212
 Movement: 697
 Movement: 428
 Movement: 453
 Movement: 635
 Movement: 355
 Movement: 362
 Movement: 587
 Movement: 362
 Movement: 329
 Movement: 418
 Movement: 446
 Movement: 440
 Movement: 428
 Movement: 472
 Movement: 307
 Movement: 345
 Movement: 1186
 Movement: 516
 Movement: 476
 Movement: 356
 Movement: 415
 Movement: 945
 Movement: 1408
 Movement: 335
 Movement: 1380
 Movement: 2068
 Movement: 2211
 Movement: 681
 Movement: 534
 Movement: 834
2018-08-16 04:16:03	 Movement: 576
2018-08-16 04:16:05	 Movement: 803
2018-08-16 04:18:22	 Movement: 575
2018-08-16 04:28:43	 Movement: 1622
2018-08-16 04:34:44	 Movement: 346
2018-08-16 04:37:11	 Movement: 299
2018-08-16 04:37:12	 Movement: 156
2018-08-16 04:37:13	 Movement: 153
2018-08-16 04:40:43	 Movement: 995
2018-08-16 04:42:53	 Movement: 2383
2018-08-16 04:46:32	 Movement: 1274
2018-08-16 04:46:34	 Movement: 856
2018-08-16 04:46:37	 Movement: 744
2018-08-16 04:53:15	 Movement: 407
2018-08-16 05:02:52	 Movement: 1186
2018-08-16 05:09:46	 Movement: 466
2018-08-16 05:11:21	 Movement: 562
2018-08-16 05:27:10	 Movement: 282
2018-08-16 05:32:46	 Movement: 295
2018-08-16 05:45:34	 Movement: 261
2018-08-16 05:45:36	 Movement: 353
2018-08-16 05:45:37	 Movement: 206
2018-08-16 05:52:38	 Movement: 773
2018-08-16 05:53:18	 Movement: 344
2018-08-16 05:54:09	 Movement: 1009
2018-08-16 05:56:01	 Movement: 1192
2018-08-16 05:58:23	 Movement: 404
2018-08-16 05:59:15	 Movement: 2472
2018-08-16 05:59:19	 Movement: 2359
2018-08-16 06:01:15	 Movement: 619
2018-08-16 06:01:28	 Movement: 1730
2018-08-16 06:04:55	 Movement: 355
2018-08-16 06:05:01	 Movement: 2369
2018-08-16 06:05:09	 Movement: 2219
2018-08-16 06:05:26	 Movement: 782
2018-08-16 06:06:21	 Movement: 1948
2018-08-16 06:06:28	 Movement: 1664
2018-08-16 06:11:28	 Movement: 514
2018-08-16 06:12:57	 Movement: 1379
2018-08-16 06:13:22	 Movement: 1324
2018-08-16 06:13:35	 Movement: 841
2018-08-16 06:14:09	 Movement: 431
2018-08-16 06:14:10	 Movement: 89
2018-08-16 06:14:11	 Movement: 104
2018-08-16 06:14:14	 Movement: 1433
2018-08-16 06:16:44	 Movement: 249
2018-08-16 06:16:45	 Movement: 337
2018-08-16 06:16:46	 Movement: 80
2018-08-16 06:16:47	 Movement: 263
2018-08-16 06:16:49	 Movement: 164
2018-08-16 06:27:40	 Movement: 730
2018-08-16 06:35:07	 Movement: 1145
2018-08-16 06:39:42	 Movement: 587
2018-08-16 06:39:43	 Movement: 344
2018-08-16 06:45:45	 Movement: 2206
2018-08-16 06:58:15	 Movement: 2494
2018-08-16 06:58:27	 Movement: 2005
2018-08-16 06:58:37	 Movement: 1839
2018-08-16 06:58:39	 Movement: 1906
2018-08-16 07:04:59	 Movement: 128
2018-08-16 07:15:20	 Movement: 2193
2018-08-16 07:15:29	 Movement: 2180
2018-08-16 07:15:32	 Movement: 2126
2018-08-16 07:15:35	 Movement: 2139
2018-08-16 07:15:51	 Movement: 1222
2018-08-16 07:15:52	 Movement: 2357
2018-08-16 07:16:00	 Movement: 1547
2018-08-16 07:16:05	 Movement: 1746
2018-08-16 07:16:10	 Movement: 1980
2018-08-16 07:16:15	 Movement: 2338
2018-08-16 07:16:16	 Movement: 1936
2018-08-16 07:16:19	 Movement: 2057
2018-08-16 07:16:23	 Movement: 2464
2018-08-16 07:16:26	 Movement: 912
2018-08-16 07:16:37	 Movement: 960
2018-08-16 07:16:41	 Movement: 1336
2018-08-16 07:16:46	 Movement: 2343
2018-08-16 07:16:48	 Movement: 990
2018-08-16 07:16:52	 Movement: 248
2018-08-16 07:16:56	 Movement: 568
2018-08-16 07:17:00	 Movement: 487
2018-08-16 07:17:06	 Movement: 436
2018-08-16 07:17:09	 Movement: 380
2018-08-16 07:17:14	 Movement: 453
2018-08-16 07:17:21	 Movement: 526
2018-08-16 07:17:27	 Movement: 619
2018-08-16 07:17:33	 Movement: 515
2018-08-16 07:17:36	 Movement: 1336
2018-08-16 07:17:38	 Movement: 475
2018-08-16 07:17:43	 Movement: 467
2018-08-16 07:17:44	 Movement: 405
2018-08-16 07:21:31	 Movement: 1931
2018-08-16 07:22:19	 Movement: 2059
2018-08-16 07:23:17	 Movement: 2324
2018-08-16 07:25:45	 Movement: 693
2018-08-16 07:25:46	 Movement: 2410
2018-08-16 07:25:51	 Movement: 842
2018-08-16 07:26:11	 Movement: 698
2018-08-16 07:26:13	 Movement: 1483
2018-08-16 07:26:14	 Movement: 1670
2018-08-16 07:26:15	 Movement: 713
2018-08-16 07:26:17	 Movement: 540
2018-08-16 07:26:25	 Movement: 540
